category,activity,gender,avg_hours,participation_pct,participant_hours,diff_participation,diff_hours,diff_relative
Soziale Kontakte und Freizeit,Andere und nicht näher bestimmte Sportausübung,men,0.06666666666666667,5.9,1.7666666666666666,-0.40000000000000036,-0.016666666666666663,-7.0175438596491295
Soziale Kontakte und Freizeit,"Jagen, fischen und sammeln",women,0,0.7,2.3166666666666664,-1.1,-0.03333333333333333,-88.00000000000001
Soziale Kontakte und Freizeit,"Jagen, fischen und sammeln",men,0.03333333333333333,1.8,3.216666666666667,-1.1,-0.03333333333333333,-88.00000000000001
Soziale Kontakte und Freizeit,Sportbezogene Aktivitäten,women,0,2.1,0.4666666666666667,-0.6000000000000001,0,-25
Soziale Kontakte und Freizeit,Sportbezogene Aktivitäten,men,0,2.7,0.5333333333333333,-0.6000000000000001,0,-25
Soziale Kontakte und Freizeit,"Künstlerische Tätigkeiten (bildende und darstellende Kunst, Literatur)",women,0.05,6.7,1.3666666666666667,1,0,16.129032258064516
Soziale Kontakte und Freizeit,"Künstlerische Tätigkeiten (bildende und darstellende Kunst, Literatur)",men,0.05,5.7,1.65,1,0,16.129032258064516
Soziale Kontakte und Freizeit,Handarbeiten,women,0.06666666666666667,5.3,1.75,NA,NA,NA
Soziale Kontakte und Freizeit,Andere und nicht näher bestimmte Hobbys,women,0.016666666666666666,1.6,1.4833333333333334,-2.8000000000000003,-0.05,-93.33333333333334
Soziale Kontakte und Freizeit,Andere und nicht näher bestimmte Hobbys,men,0.06666666666666667,4.4,2.2,-2.8000000000000003,-0.05,-93.33333333333334
Soziale Kontakte und Freizeit,"Programmieren, Installieren und Konfigurieren",women,0,0.6,1.1,-1.5,-0.016666666666666666,-111.1111111111111
Soziale Kontakte und Freizeit,"Programmieren, Installieren und Konfigurieren",men,0.016666666666666666,2.1,1.6,-1.5,-0.016666666666666666,-111.1111111111111
Soziale Kontakte und Freizeit,Informationssuche im Internet,women,0.05,8.2,0.9333333333333333,-3,-0.033333333333333326,-30.927835051546392
Soziale Kontakte und Freizeit,Informationssuche im Internet,men,0.08333333333333333,11.2,1.25,-3,-0.033333333333333326,-30.927835051546392
Soziale Kontakte und Freizeit,Andere und nicht näher bestimmte digitale Anwendungen,women,0.03333333333333333,4.1,1.3333333333333333,-3.6000000000000005,-0.049999999999999996,-61.016949152542374
Soziale Kontakte und Freizeit,Andere und nicht näher bestimmte digitale Anwendungen,men,0.08333333333333333,7.7,1.6333333333333333,-3.6000000000000005,-0.049999999999999996,-61.016949152542374
Soziale Kontakte und Freizeit,Einzelspiele und Glücksspiel,women,0.05,9.6,0.8833333333333333,3,0,37.03703703703704
Soziale Kontakte und Freizeit,Einzelspiele und Glücksspiel,men,0.05,6.6,1.1333333333333333,3,0,37.03703703703704
Soziale Kontakte und Freizeit,Gesellschafts- und Kartenspiele,women,0.08333333333333333,9.1,1.8,-0.3000000000000007,-0.016666666666666677,-3.243243243243251
Soziale Kontakte und Freizeit,Gesellschafts- und Kartenspiele,men,0.1,9.4,1.9166666666666665,-0.3000000000000007,-0.016666666666666677,-3.243243243243251
Soziale Kontakte und Freizeit,Computerspiele,women,0.03333333333333333,2.7,2.0833333333333335,-7.3,-0.15,-114.96062992125984
Soziale Kontakte und Freizeit,Computerspiele,men,0.18333333333333332,10,2.8,-7.3,-0.15,-114.96062992125984
Soziale Kontakte und Freizeit,Konsolenspiele,women,0.016666666666666666,1,1.6,-5.1,-0.06666666666666667,-143.6619718309859
Soziale Kontakte und Freizeit,Konsolenspiele,men,0.08333333333333333,6.1,2.5,-5.1,-0.06666666666666667,-143.6619718309859
Soziale Kontakte und Freizeit,Spiele am Handy und Tablet,women,0.03333333333333333,5.8,1.0166666666666666,0.2999999999999998,0,5.309734513274333
Soziale Kontakte und Freizeit,Spiele am Handy und Tablet,men,0.03333333333333333,5.5,1.3,0.2999999999999998,0,5.309734513274333
Soziale Kontakte und Freizeit,Andere und nicht näher bestimmte Spiele,women,0.03333333333333333,3.1,1.6833333333333333,0,0,0
Soziale Kontakte und Freizeit,Andere und nicht näher bestimmte Spiele,men,0.03333333333333333,3.1,1.95,0,0,0
Soziale Kontakte und Freizeit,Zeitungen und Zeitschriften lesen,women,0.11666666666666667,23.1,0.75,-0.6999999999999993,-0.033333333333333326,-2.9850746268656683
Soziale Kontakte und Freizeit,Zeitungen und Zeitschriften lesen,men,0.15,23.8,0.9,-0.6999999999999993,-0.033333333333333326,-2.9850746268656683
Soziale Kontakte und Freizeit,Bücher lesen,women,0.13333333333333333,18.1,1.2166666666666668,7.500000000000002,0.05,52.264808362369344
Soziale Kontakte und Freizeit,Bücher lesen,men,0.08333333333333333,10.6,1.3166666666666667,7.500000000000002,0.05,52.264808362369344
Soziale Kontakte und Freizeit,Anderes und nicht näher bestimmtes Lesen,women,0.13333333333333333,20.5,1,8.1,0.05,49.24012158054711
Soziale Kontakte und Freizeit,Anderes und nicht näher bestimmtes Lesen,men,0.08333333333333333,12.4,1.0833333333333333,8.1,0.05,49.24012158054711
Soziale Kontakte und Freizeit,"Fernsehen, Videos und DVDs anschauen, Streaming",women,1.9833333333333334,87.1,2.6166666666666667,-1.4000000000000057,-0.2833333333333332,-1.5945330296127627
Soziale Kontakte und Freizeit,"Fernsehen, Videos und DVDs anschauen, Streaming",men,2.2666666666666666,88.5,2.966666666666667,-1.4000000000000057,-0.2833333333333332,-1.5945330296127627
Soziale Kontakte und Freizeit,Radio und Musik hören,women,0.05,8.2,1.0833333333333333,-0.20000000000000107,0,-2.40963855421688
Soziale Kontakte und Freizeit,Radio und Musik hören,men,0.05,8.4,1.0333333333333334,-0.20000000000000107,0,-2.40963855421688
Soziale Kontakte und Freizeit,Wege für soziale Kontakte,women,0.11666666666666667,23.4,0.9333333333333333,4.899999999999999,0.03333333333333334,23.3890214797136
Soziale Kontakte und Freizeit,Wege für soziale Kontakte,men,0.08333333333333333,18.5,0.9333333333333333,4.899999999999999,0.03333333333333334,23.3890214797136
Soziale Kontakte und Freizeit,Wege für andere Freizeitaktivitäten,women,0.11666666666666667,18.9,1.1333333333333333,-2.200000000000003,-0.016666666666666663,-11.000000000000014
Soziale Kontakte und Freizeit,Wege für andere Freizeitaktivitäten,men,0.13333333333333333,21.1,1.1666666666666667,-2.200000000000003,-0.016666666666666663,-11.000000000000014
